Date,CampaignID,Impressions,Reach,Spend_IDR,Conversions,Event_Leads,Revenue_IDR,Channel,Sub_Channel,Objective,Target_CPA_IDR
2024-02-03,TV_001,1878325,1255922,10924595,22.283316269727965,0,11216889,TV,RCTI,Brand_Awareness,500000
2024-02-04,TV_001,853106,749803,9477017,20.771246411493784,0,9264027,TV,RCTI,Brand_Awareness,500000
2024-02-06,TV_001,1705508,1118763,13714605,28.79244100276464,0,16349550,TV,RCTI,Brand_Awareness,500000
2024-02-08,TV_001,1844136,1282414,13074401,23.3933352374878,0,13379092,TV,RCTI,Brand_Awareness,500000
2024-02-09,TV_001,1140661,964320,7279351,20.554335148809766,0,9340194,TV,RCTI,Brand_Awareness,500000
2024-02-11,TV_001,1295033,863311,12128967,24.47233705406516,0,14333011,TV,RCTI,Brand_Awareness,500000
2024-02-12,TV_001,1914364,1334237,8376151,20.890576628567025,0,9974453,TV,RCTI,Brand_Awareness,500000
2024-02-13,TV_001,1045444,932049,12030189,26.66287534994784,0,14682102,TV,RCTI,Brand_Awareness,500000
2024-02-15,TV_001,951317,652082,9972485,17.22598663886805,0,9163242,TV,RCTI,Brand_Awareness,500000
2024-02-16,TV_001,1254018,771777,11095643,27.335505046320907,0,14253770,TV,RCTI,Brand_Awareness,500000
2024-02-17,TV_001,988244,635904,16899190,52.37125020449621,0,21928761,TV,RCTI,Brand_Awareness,500000
2024-02-18,TV_001,992545,795664,17827805,44.75484298193365,0,20723607,TV,RCTI,Brand_Awareness,500000
2024-02-20,TV_001,1051674,830498,12282163,29.92879521208452,0,15439390,TV,RCTI,Brand_Awareness,500000
2024-02-21,TV_001,635434,540494,10357746,25.55300419696956,0,10609905,TV,RCTI,Brand_Awareness,500000
2024-02-22,TV_001,561162,436173,6865185,11.64544206248832,0,6654473,TV,RCTI,Brand_Awareness,500000
2024-02-23,TV_001,1268139,847052,5165878,10.369923947646754,0,4771981,TV,RCTI,Brand_Awareness,500000
2024-02-24,TV_001,1766867,1265113,8092397,16.650543589012774,0,8369151,TV,RCTI,Brand_Awareness,500000
2024-02-26,TV_001,670210,588047,8410663,18.72364432770072,0,8747210,TV,RCTI,Brand_Awareness,500000
2024-02-28,TV_001,1725833,1322955,11599840,28.67927044718245,0,11918865,TV,RCTI,Brand_Awareness,500000
2024-02-29,TV_001,639654,555964,7418522,16.180021369966333,0,9492148,TV,RCTI,Brand_Awareness,500000
2024-03-02,TV_001,1177386,962851,10068357,26.412537646594405,0,11290663,TV,RCTI,Brand_Awareness,500000
2024-03-06,TV_001,742443,645603,5841399,13.880046157333403,0,5690237,TV,RCTI,Brand_Awareness,500000
2024-03-07,TV_001,652207,521146,5091970,12.43891121543253,0,5245544,TV,RCTI,Brand_Awareness,500000
2024-03-08,TV_001,1323100,1068494,6608080,14.834541849486586,0,7962465,TV,RCTI,Brand_Awareness,500000
2024-03-09,TV_001,1803509,1210469,8691231,22.374637806107145,0,9522898,TV,RCTI,Brand_Awareness,500000
2024-03-10,TV_001,1695616,1449357,14957896,36.81992145596668,0,15367389,TV,RCTI,Brand_Awareness,500000
2024-03-11,TV_001,640512,454965,10683086,19.79883873317713,0,9676735,TV,RCTI,Brand_Awareness,500000
2024-03-12,TV_001,1959515,1406793,7439896,14.564032757724734,0,7791856,TV,RCTI,Brand_Awareness,500000
2024-03-14,TV_001,1253955,969396,12948113,22.43781891446334,0,13421184,TV,RCTI,Brand_Awareness,500000
2024-03-15,TV_001,1583678,1083602,6952429,14.89938257734912,0,7686220,TV,RCTI,Brand_Awareness,500000
2024-03-16,TV_001,880515,776736,13745667,30.059210874073187,0,12506222,TV,RCTI,Brand_Awareness,500000
2024-03-19,TV_001,1892477,1378585,5154566,13.112935233554408,0,5390580,TV,RCTI,Brand_Awareness,500000
2024-03-23,TV_001,2043210,1420187,10621172,17.337914219646546,0,10112559,TV,RCTI,Brand_Awareness,500000
2024-03-24,TV_001,2189866,1771183,12681615,23.117988452770557,0,12142348,TV,RCTI,Brand_Awareness,500000
2024-03-25,TV_001,1422510,1276015,5971764,13.8556329362092,0,6750320,TV,RCTI,Brand_Awareness,500000
2024-03-26,TV_001,1816059,1493219,10183296,27.787588453412383,0,12337256,TV,RCTI,Brand_Awareness,500000
2024-03-27,TV_001,1039236,715075,12024840,35.22725009647912,0,15429434,TV,RCTI,Brand_Awareness,500000
2024-04-01,TV_001,1697442,1349448,10015162,24.204645172078777,0,9781075,TV,RCTI,Brand_Awareness,500000
2024-04-05,TV_001,640972,495782,8755829,18.66395791615764,0,8042990,TV,RCTI,Brand_Awareness,500000
2024-04-06,TV_001,1511061,1036531,11587176,19.1149012045651,0,10524498,TV,RCTI,Brand_Awareness,500000
2024-04-07,TV_001,639425,541452,6366002,11.35307314527362,0,6777026,TV,RCTI,Brand_Awareness,500000
2024-04-08,TV_001,1283364,1066473,6270605,17.12579750370535,0,7508978,TV,RCTI,Brand_Awareness,500000
2024-04-09,TV_001,628021,386549,11228904,32.0857721931261,0,14350747,TV,RCTI,Brand_Awareness,500000
2024-04-10,TV_001,1456144,1190875,10406351,27.05850907611857,0,12474888,TV,RCTI,Brand_Awareness,500000
2024-04-12,TV_001,1692779,1153205,8229564,17.78037771561902,0,7727689,TV,RCTI,Brand_Awareness,500000
2024-04-13,TV_001,618730,549923,6941476,14.860756481858866,0,7802678,TV,RCTI,Brand_Awareness,500000
2024-04-15,TV_001,759941,491629,9089529,22.453788508062114,0,10151857,TV,RCTI,Brand_Awareness,500000
2024-04-16,TV_001,1571893,1254464,10492266,26.53864020041481,0,13157104,TV,RCTI,Brand_Awareness,500000
2024-04-17,TV_001,1606845,1231335,14548652,26.483726430726836,0,13179038,TV,RCTI,Brand_Awareness,500000
2024-04-18,TV_001,871596,616037,9196000,15.109797040577009,0,8387970,TV,RCTI,Brand_Awareness,500000
2024-04-20,TV_001,654354,400608,7392871,13.612608614419903,0,7638847,TV,RCTI,Brand_Awareness,500000
2024-04-23,TV_001,1237423,918219,5978341,9.150904284649524,0,5388871,TV,RCTI,Brand_Awareness,500000
2024-04-24,TV_001,1097757,861470,9338516,20.428807458301197,0,11507201,TV,RCTI,Brand_Awareness,500000
2024-04-25,TV_001,1061918,836535,5453040,14.56141850605519,0,5941638,TV,RCTI,Brand_Awareness,500000
2024-04-26,TV_001,1488040,965560,13564898,36.15146913472658,0,16174669,TV,RCTI,Brand_Awareness,500000
2024-04-27,TV_001,620732,481522,13709031,29.797158126987828,0,15118996,TV,RCTI,Brand_Awareness,500000
2024-04-29,TV_001,1464932,1080352,8881699,19.828000017568773,0,10690502,TV,RCTI,Brand_Awareness,500000
2024-04-30,TV_001,1079153,958674,14414648,27.742655065509275,0,14258430,TV,RCTI,Brand_Awareness,500000
2024-05-02,TV_001,651167,394259,5693613,14.988876887097758,0,7315409,TV,RCTI,Brand_Awareness,500000
2024-05-03,TV_001,606782,422134,11830067,26.276419902627687,0,14286299,TV,RCTI,Brand_Awareness,500000
2024-05-05,TV_001,1061199,674338,15773621,33.63033098621673,0,16993730,TV,RCTI,Brand_Awareness,500000
2024-05-06,TV_001,1816208,1490237,11289428,25.489190245961577,0,14245045,TV,RCTI,Brand_Awareness,500000
2024-05-08,TV_001,1625922,1369108,6774395,17.552835977087483,0,7270696,TV,RCTI,Brand_Awareness,500000
2024-05-10,TV_001,1664619,1168964,8720180,15.945594461853275,0,9154143,TV,RCTI,Brand_Awareness,500000
2024-05-13,TV_001,1631814,1029572,12508710,23.032850769432,0,11984986,TV,RCTI,Brand_Awareness,500000
2024-05-15,TV_001,980074,851348,13264574,29.738080629123512,0,14952557,TV,RCTI,Brand_Awareness,500000
2024-05-16,TV_001,1858072,1165728,5108376,0.0,0,5079578,TV,RCTI,Brand_Awareness,500000
2024-05-17,TV_001,1925910,1486863,14500619,34.76420196783596,0,17568428,TV,RCTI,Brand_Awareness,500000
2024-05-18,TV_001,1080788,755038,11381346,27.75228405078303,0,14783556,TV,RCTI,Brand_Awareness,500000
2024-05-19,TV_001,1940473,1623954,15028494,37.15965028874108,0,16381574,TV,RCTI,Brand_Awareness,500000
2024-05-20,TV_001,586338,448465,9944203,20.05335702946229,0,11251918,TV,RCTI,Brand_Awareness,500000
2024-05-21,TV_001,1026372,651869,13877041,29.002085044020586,0,14818752,TV,RCTI,Brand_Awareness,500000
2024-05-22,TV_001,1427327,899696,12615106,26.94180594955217,0,12053134,TV,RCTI,Brand_Awareness,500000
2024-05-23,TV_001,609144,515676,12009691,20.704380980026187,0,10998646,TV,RCTI,Brand_Awareness,500000
2024-05-25,TV_001,2276953,1621831,7018052,14.974946122232057,0,7392126,TV,RCTI,Brand_Awareness,500000
2024-05-26,TV_001,2209003,1978826,15753594,34.09679278225454,0,15217858,TV,RCTI,Brand_Awareness,500000
2024-05-28,TV_001,1665720,1278475,5835007,12.0570221879095,0,6207853,TV,RCTI,Brand_Awareness,500000
2024-05-29,TV_001,666796,498621,14063543,39.9464655681131,0,17816270,TV,RCTI,Brand_Awareness,500000
2024-05-30,TV_001,584454,371506,9686606,15.960677505050525,0,9345903,TV,RCTI,Brand_Awareness,500000
2024-05-31,TV_001,1619067,1254794,11492103,22.14004007037009,0,12410115,TV,RCTI,Brand_Awareness,500000
2024-06-02,TV_001,2073333,1383076,9428545,18.33037966349439,0,8937338,TV,RCTI,Brand_Awareness,500000
2024-06-04,TV_001,564739,489823,14698788,32.9965746240532,0,17457509,TV,RCTI,Brand_Awareness,500000
2024-06-05,TV_001,610694,467887,14929647,27.90163543219352,0,15254184,TV,RCTI,Brand_Awareness,500000
2024-06-07,TV_001,1543623,1136665,11293986,25.40791442897636,0,10377756,TV,RCTI,Brand_Awareness,500000
2024-06-08,TV_001,2129497,1306731,13011771,33.78358109983503,0,14563014,TV,RCTI,Brand_Awareness,500000
2024-06-09,TV_001,2110705,1554950,17404937,42.66372296131316,0,22448799,TV,RCTI,Brand_Awareness,500000
2024-06-10,TV_001,782181,578117,7773811,21.62320390607495,0,9569662,TV,RCTI,Brand_Awareness,500000
2024-06-11,TV_001,616601,550205,10836561,24.037509882745063,0,12040580,TV,RCTI,Brand_Awareness,500000
2024-06-13,TV_001,964291,813995,10360963,25.62065890268964,0,10537796,TV,RCTI,Brand_Awareness,500000
2024-06-14,TV_001,1866390,1580387,6626169,13.742761673631978,0,6538882,TV,RCTI,Brand_Awareness,500000
2024-06-17,TV_001,1899092,1632876,9182430,23.36748339765387,0,11848568,TV,RCTI,Brand_Awareness,500000
2024-06-18,TV_001,1064695,897714,5263669,10.041264342198517,0,5966134,TV,RCTI,Brand_Awareness,500000
2024-06-20,TV_001,1071336,954533,10941307,18.88278137731793,0,10586669,TV,RCTI,Brand_Awareness,500000
2024-06-23,TV_001,1046627,645677,10977834,24.29779107790673,0,12912980,TV,RCTI,Brand_Awareness,500000
2024-06-28,TV_001,1917148,1638959,12689874,26.80858093912044,0,14678100,TV,RCTI,Brand_Awareness,500000
2024-06-29,TV_001,797799,707022,11406529,26.0700680112044,0,11439972,TV,RCTI,Brand_Awareness,500000
2024-06-30,TV_001,1733683,1361701,8743713,20.90690883399924,0,10247640,TV,RCTI,Brand_Awareness,500000
2024-07-01,TV_001,1507359,1139703,6135575,12.495162440782693,0,7281163,TV,RCTI,Brand_Awareness,500000
2024-07-03,TV_001,1327860,1020170,13521815,27.56726300206326,0,14923526,TV,RCTI,Brand_Awareness,500000
2024-07-05,TV_001,543174,448955,6340152,13.50932819201571,0,6535748,TV,RCTI,Brand_Awareness,500000
2024-07-06,TV_001,942363,603971,14448957,31.804156681215343,0,15856725,TV,RCTI,Brand_Awareness,500000
2024-07-07,TV_001,1592608,1142972,10207050,17.309930636780326,0,10119633,TV,RCTI,Brand_Awareness,500000
2024-07-08,TV_001,1022383,771078,14041586,36.82246786279477,0,15824674,TV,RCTI,Brand_Awareness,500000
2024-07-10,TV_001,1793545,1587029,11220867,23.62798896418708,0,14155363,TV,RCTI,Brand_Awareness,500000
2024-07-11,TV_001,1238174,838830,14265876,29.635557835459053,0,13718012,TV,RCTI,Brand_Awareness,500000
2024-07-12,TV_001,1238927,865546,14800325,34.32450410693738,0,17135868,TV,RCTI,Brand_Awareness,500000
2024-07-13,TV_001,705864,450810,8881747,23.286658835019946,0,10485091,TV,RCTI,Brand_Awareness,500000
2024-07-14,TV_001,814476,645279,7822832,18.650719900982217,0,9692369,TV,RCTI,Brand_Awareness,500000
2024-07-15,TV_001,1845182,1369473,8456672,19.76472830141897,0,10259458,TV,RCTI,Brand_Awareness,500000
2024-07-16,TV_001,788433,482726,6723198,15.201960871467175,0,7665409,TV,RCTI,Brand_Awareness,500000
2024-07-17,TV_001,765515,479680,7785903,22.981917166713167,0,9756868,TV,RCTI,Brand_Awareness,500000
2024-07-18,TV_001,809500,574163,9607787,20.965560573168958,0,10712349,TV,RCTI,Brand_Awareness,500000
2024-07-19,TV_001,558968,469434,11903948,29.071768892013484,0,13121939,TV,RCTI,Brand_Awareness,500000
2024-07-20,TV_001,2081923,1824309,6981108,14.203229213272774,0,8119099,TV,RCTI,Brand_Awareness,500000
2024-07-21,TV_001,1965697,1620673,9322531,19.83268569325708,0,10765870,TV,RCTI,Brand_Awareness,500000
2024-07-22,TV_001,1055708,786879,7093493,21.69479354067,0,8688802,TV,RCTI,Brand_Awareness,500000
2024-07-23,TV_001,1193802,983980,8689136,19.63968167765488,0,9952774,TV,RCTI,Brand_Awareness,500000
2024-07-24,TV_001,1570024,1363663,7524369,13.549040733656351,0,7275242,TV,RCTI,Brand_Awareness,500000
2024-07-25,TV_001,660758,485144,10321134,23.906516499131545,0,11155303,TV,RCTI,Brand_Awareness,500000
2024-07-26,TV_001,903864,644623,7424705,15.023237752970656,0,8528221,TV,RCTI,Brand_Awareness,500000
2024-07-27,TV_001,939747,656178,9864949,20.40620163993441,0,10153888,TV,RCTI,Brand_Awareness,500000
2024-07-28,TV_001,1598946,1285122,16686327,35.89422937283338,0,17331758,TV,RCTI,Brand_Awareness,500000
2024-07-30,TV_001,1305659,1013260,5869202,13.51809148170279,0,5972521,TV,RCTI,Brand_Awareness,500000
2024-08-01,TV_001,925663,656225,6275803,15.947981647599685,0,6533387,TV,RCTI,Brand_Awareness,500000
2024-08-02,TV_001,1034145,926547,10707783,21.852585151253184,0,10390444,TV,RCTI,Brand_Awareness,500000
2024-08-03,TV_001,750574,484764,8846721,17.879941193034888,0,10192802,TV,RCTI,Brand_Awareness,500000
2024-08-04,TV_001,896828,614801,7928176,0.0,0,8855788,TV,RCTI,Brand_Awareness,500000
2024-08-05,TV_001,620350,469824,13967654,31.641264336996088,0,13257229,TV,RCTI,Brand_Awareness,500000
2024-08-06,TV_001,668058,480572,14823786,29.395027845852137,0,14885949,TV,RCTI,Brand_Awareness,500000
2024-08-10,TV_001,1728409,1518948,8050651,17.967731024342793,0,10256903,TV,RCTI,Brand_Awareness,500000
2024-08-11,TV_001,1057963,879007,12859352,20.6775897733424,0,11792026,TV,RCTI,Brand_Awareness,500000
2024-08-12,TV_001,1138154,856214,8236792,20.540991926056304,0,10385296,TV,RCTI,Brand_Awareness,500000
2024-08-13,TV_001,1415930,972162,6148368,13.631976486715388,0,5659663,TV,RCTI,Brand_Awareness,500000
2024-08-14,TV_001,1221710,928227,6543627,20.09461072310425,0,8283679,TV,RCTI,Brand_Awareness,500000
2024-08-15,TV_001,701622,434312,8366042,25.25153332607977,0,10642978,TV,RCTI,Brand_Awareness,500000
2024-08-17,TV_001,1014255,815918,15718493,0.0,0,19109102,TV,RCTI,Brand_Awareness,500000
2024-08-19,TV_001,1117761,787642,9715761,18.051964547283845,0,10820980,TV,RCTI,Brand_Awareness,500000
2024-08-23,TV_001,1907510,1248217,12308674,26.40941755627636,0,12604207,TV,RCTI,Brand_Awareness,500000
2024-08-24,TV_001,1565966,1335062,14893447,37.96855089286216,0,17777883,TV,RCTI,Brand_Awareness,500000
2024-08-25,TV_001,922807,598991,15543207,37.90428385162721,0,18633864,TV,RCTI,Brand_Awareness,500000
2024-08-26,TV_001,1497795,1133711,13145747,30.9160127413904,0,15985503,TV,RCTI,Brand_Awareness,500000
2024-08-27,TV_001,1088667,919902,13772005,32.1392320901545,0,16104118,TV,RCTI,Brand_Awareness,500000
2024-08-28,TV_001,1194019,824367,8769444,20.920980234733666,0,10935456,TV,RCTI,Brand_Awareness,500000
2024-08-30,TV_001,1849361,1322603,7322126,16.56896532712492,0,8387805,TV,RCTI,Brand_Awareness,500000
2024-08-31,TV_001,1651810,1049014,16877665,32.40878968873359,0,17456080,TV,RCTI,Brand_Awareness,500000
2024-09-02,TV_001,708908,594212,8349056,0.0,0,8870467,TV,RCTI,Brand_Awareness,500000
2024-09-03,TV_001,1840838,1540007,10334610,24.32082055845492,0,12108006,TV,RCTI,Brand_Awareness,500000
2024-09-04,TV_001,872733,718420,8117220,19.354956728569785,0,8411182,TV,RCTI,Brand_Awareness,500000
2024-09-05,TV_001,1643688,1418551,10698896,23.18839283184351,0,11304104,TV,RCTI,Brand_Awareness,500000
2024-09-06,TV_001,665947,568676,13212573,25.548996860483527,0,14288451,TV,RCTI,Brand_Awareness,500000
2024-09-07,TV_001,1950334,1257917,10767447,23.07091315575992,0,10507292,TV,RCTI,Brand_Awareness,500000
2024-09-08,TV_001,1817063,1439739,14667030,32.47595852275011,0,18748698,TV,RCTI,Brand_Awareness,500000
2024-09-09,TV_001,877698,617644,10427244,19.89414376398461,0,11778931,TV,RCTI,Brand_Awareness,500000
2024-09-10,TV_001,1375087,990414,14084505,34.46255504204293,0,15446827,TV,RCTI,Brand_Awareness,500000
2024-09-11,TV_001,730027,566405,14472833,31.08660544607382,0,17287729,TV,RCTI,Brand_Awareness,500000
2024-09-12,TV_001,527165,454225,11114542,17.964002175243333,0,10540803,TV,RCTI,Brand_Awareness,500000
2024-09-14,TV_001,2166311,1759416,14359809,33.380872165247936,0,13731072,TV,RCTI,Brand_Awareness,500000
2024-09-15,TV_001,1621583,1179279,12915460,28.669328176087195,0,13091847,TV,RCTI,Brand_Awareness,500000
2024-09-19,TV_001,1977261,1683973,6132380,13.882136975690536,0,7857751,TV,RCTI,Brand_Awareness,500000
2024-09-20,TV_001,1804844,1363833,14208418,33.11572853407796,0,17769608,TV,RCTI,Brand_Awareness,500000
2024-09-21,TV_001,669463,468999,10788032,25.921372819217936,0,13468860,TV,RCTI,Brand_Awareness,500000
2024-09-23,TV_001,1097253,835249,8334991,18.127338291649984,0,9066029,TV,RCTI,Brand_Awareness,500000
2024-09-25,TV_001,1606251,1181663,8469532,17.40045149154647,0,8936009,TV,RCTI,Brand_Awareness,500000
2024-09-26,TV_001,711285,464409,9524395,0.0,0,10858258,TV,RCTI,Brand_Awareness,500000
2024-09-27,TV_001,1872268,1326910,9189254,24.104774049770512,0,11398306,TV,RCTI,Brand_Awareness,500000
2024-09-28,TV_001,597587,477509,13587171,28.14647101905128,0,16580322,TV,RCTI,Brand_Awareness,500000
2024-09-29,TV_001,831443,602286,17532843,35.54179153264119,0,16998773,TV,RCTI,Brand_Awareness,500000
2024-09-30,TV_001,1253292,975832,14968742,31.518179834026004,0,18902083,TV,RCTI,Brand_Awareness,500000
2024-10-01,TV_001,814858,708451,12499604,37.53029388065973,0,15362137,TV,RCTI,Brand_Awareness,500000
2024-10-02,TV_001,554824,411468,6906877,0.0,0,7242588,TV,RCTI,Brand_Awareness,500000
2024-10-03,TV_001,1663291,1224160,5657086,9.876387362109924,0,5788377,TV,RCTI,Brand_Awareness,500000
2024-10-04,TV_001,1101144,845560,9407627,17.057692331471415,0,9313801,TV,RCTI,Brand_Awareness,500000
2024-10-05,TV_001,2061580,1822095,8183137,15.118139398109276,0,8910381,TV,RCTI,Brand_Awareness,500000
2024-10-06,TV_001,1685899,1218264,9248936,21.23617843048288,0,11703292,TV,RCTI,Brand_Awareness,500000
2024-10-07,TV_001,1573958,1255510,6561525,18.805514594731022,0,8023192,TV,RCTI,Brand_Awareness,500000
2024-10-08,TV_001,846612,678617,7219721,0.0,0,9183303,TV,RCTI,Brand_Awareness,500000
2024-10-09,TV_001,1699874,1110975,6041085,15.155643352124228,0,6377043,TV,RCTI,Brand_Awareness,500000
2024-10-10,TV_001,649162,436854,7381827,18.868857482771524,0,9368109,TV,RCTI,Brand_Awareness,500000
2024-10-14,TV_001,807476,555498,11680851,29.268197724985665,0,13031340,TV,RCTI,Brand_Awareness,500000
2024-10-16,TV_001,811829,493559,5855085,11.253179630564343,0,5506068,TV,RCTI,Brand_Awareness,500000
2024-10-17,TV_001,1132136,982470,10830415,25.14948721025185,0,13777257,TV,RCTI,Brand_Awareness,500000
2024-10-19,TV_001,1229969,955795,9113081,16.141886808777887,0,9324500,TV,RCTI,Brand_Awareness,500000
2024-10-20,TV_001,1281235,980931,13489786,42.111028334958405,0,17171218,TV,RCTI,Brand_Awareness,500000
2024-10-21,TV_001,1922679,1594058,7944657,20.030525919018235,0,9194272,TV,RCTI,Brand_Awareness,500000
2024-10-22,TV_001,1231146,1069085,13684679,31.377020439650877,0,13910133,TV,RCTI,Brand_Awareness,500000
2024-10-24,TV_001,903016,688540,5224693,9.195464879928,0,5377562,TV,RCTI,Brand_Awareness,500000
2024-10-25,TV_001,709034,603018,7578876,15.355675673258355,0,8064377,TV,RCTI,Brand_Awareness,500000
2024-10-27,TV_001,1044730,632602,8060151,17.50811434908514,0,9693888,TV,RCTI,Brand_Awareness,500000
2024-10-29,TV_001,911082,698120,10765164,26.758687079874,0,13803945,TV,RCTI,Brand_Awareness,500000
2024-10-30,TV_001,809631,488449,13297418,31.661758934271177,0,16884236,TV,RCTI,Brand_Awareness,500000
2024-10-31,TV_001,1810835,1411046,14000186,23.345839940532837,0,12738887,TV,RCTI,Brand_Awareness,500000
2024-11-01,TV_001,763056,667158,11650366,27.08963124252071,0,12676693,TV,RCTI,Brand_Awareness,500000
2024-11-02,TV_001,1470133,902793,10597662,31.55357732409067,0,12625788,TV,RCTI,Brand_Awareness,500000
2024-11-03,TV_001,717827,560584,14856403,36.67029353889836,0,18638028,TV,RCTI,Brand_Awareness,500000
2024-11-04,TV_001,933040,659381,8892956,24.30810682191876,0,10393396,TV,RCTI,Brand_Awareness,500000
2024-11-06,TV_001,1214075,970169,10664046,19.306255009091256,0,9997031,TV,RCTI,Brand_Awareness,500000
2024-11-09,TV_001,1027405,799859,6374197,14.0280172172025,0,7855538,TV,RCTI,Brand_Awareness,500000
2024-11-10,TV_001,1604553,1123626,11956394,29.08204483740794,0,11992278,TV,RCTI,Brand_Awareness,500000
2024-11-12,TV_001,1592283,1192058,5751377,12.320664702997137,0,5368112,TV,RCTI,Brand_Awareness,500000
2024-11-13,TV_001,869603,735449,9348273,26.005635797164874,0,10627606,TV,RCTI,Brand_Awareness,500000
2024-11-15,TV_001,1385346,981229,7721451,18.930417098974868,0,8586928,TV,RCTI,Brand_Awareness,500000
2024-11-16,TV_001,811012,717803,17007762,36.38791349881291,0,16402956,TV,RCTI,Brand_Awareness,500000
2024-11-17,TV_001,1509779,1301254,8221595,13.516449219487551,0,7782715,TV,RCTI,Brand_Awareness,500000
2024-11-20,TV_001,1773793,1197133,11922765,29.193544342703667,0,14176282,TV,RCTI,Brand_Awareness,500000
2024-11-21,TV_001,1981502,1750097,7212094,16.115617017667425,0,9168522,TV,RCTI,Brand_Awareness,500000
2024-11-22,TV_001,1887872,1234994,12055751,30.43856201503391,0,14925996,TV,RCTI,Brand_Awareness,500000
2024-11-23,TV_001,633556,512690,16985859,33.651370601927624,0,19855707,TV,RCTI,Brand_Awareness,500000
2024-11-24,TV_001,2250075,1987446,17092754,46.82283659603735,0,20634899,TV,RCTI,Brand_Awareness,500000
2024-11-25,TV_001,1766824,1229232,13620426,33.42588881111383,0,17019120,TV,RCTI,Brand_Awareness,500000
2024-11-27,TV_001,845013,537572,10962698,21.67708572680693,0,12094261,TV,RCTI,Brand_Awareness,500000
2024-11-28,TV_001,1009812,825451,11962887,23.65029622804359,0,11565189,TV,RCTI,Brand_Awareness,500000
2024-11-29,TV_001,1309236,1096115,8152903,17.370908994875947,0,9484122,TV,RCTI,Brand_Awareness,500000
2024-11-30,TV_001,2103311,1650592,13510696,24.50044503140277,0,12649758,TV,RCTI,Brand_Awareness,500000
2024-12-01,TV_001,2075920,1258798,6292809,13.650934805189728,0,6013808,TV,RCTI,Brand_Awareness,500000
2024-12-03,TV_001,1698174,1527304,14390676,30.01442583395336,0,13881183,TV,RCTI,Brand_Awareness,500000
2024-12-04,TV_001,1102896,820513,12671882,23.660518470808444,0,11651189,TV,RCTI,Brand_Awareness,500000
2024-12-05,TV_001,1976125,1641136,13736771,29.54914105029582,0,12484816,TV,RCTI,Brand_Awareness,500000
2024-12-06,TV_001,1606373,1078893,9213570,19.298079757203684,0,10479813,TV,RCTI,Brand_Awareness,500000
2024-12-07,TV_001,1070487,737450,10255465,25.257618735876093,0,12527127,TV,RCTI,Brand_Awareness,500000
